,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
375,Bowen,20,AU,1586981551,83,-20.02,148.23,73.0,11.41
376,Yatou,54,CN,1586981695,83,37.15,122.38,49.21,14.54
377,Riyadh,20,SA,1586981688,68,24.69,46.72,69.8,9.17
378,Quesnel,1,CA,1586981463,43,53.0,-122.5,51.8,10.29
379,Timrå,100,SE,1586981699,80,62.49,17.33,43.0,3.36
380,Windhoek,0,NA,1586981700,19,-22.56,17.08,68.0,2.24
381,Vakhsh,40,TJ,1586981701,93,37.71,68.83,50.0,4.16
382,Kolyvan',0,RU,1586981702,74,55.31,82.74,37.4,8.95
383,Paungde,47,MM,1586981703,71,18.48,95.5,71.73,3.49
384,Nishihara,40,JP,1586981705,67,26.18,127.76,66.2,3.36
385,Mount Isa,40,AU,1586981706,35,-20.73,139.5,73.4,6.93
386,Bongor,0,TD,1586981707,13,10.28,15.37,88.66,5.37
387,Leh,31,IN,1586981708,19,34.17,77.58,33.89,7.07
388,Nhulunbuy,99,AU,1586981709,88,-12.23,136.77,77.0,5.82
389,Daru,98,PG,1586981710,85,-9.08,143.21,79.9,8.7
390,Tarauacá,73,BR,1586981712,75,-8.16,-70.77,83.88,2.73
391,Lagos,20,NG,1586981505,79,6.58,3.75,86.0,8.05
392,NEDJO,5,ET,1586981714,24,9.5,35.5,65.07,3.09
393,Tabou,100,CI,1586981715,83,4.42,-7.35,81.18,5.37
394,Campoverde,75,PE,1586981716,78,-8.48,-74.81,80.6,9.17
395,Shima,56,CN,1586981717,82,24.45,117.81,62.6,2.24
396,Havelock,90,US,1586981718,54,34.88,-76.9,53.6,14.99
397,São Félix do Xingu,97,BR,1586981719,87,-6.64,-51.99,71.89,0.89
398,Kashgar,56,CN,1586981721,22,39.45,75.98,60.8,6.71
399,Ancud,90,CL,1586981722,100,-41.87,-73.82,53.6,18.34
400,Vila Velha,99,BR,1586981723,74,-20.33,-40.29,82.4,13.87
401,Hamilton,90,US,1586981714,39,39.18,-84.53,53.01,24.16
402,Ituaçu,56,BR,1586981725,71,-13.81,-41.3,73.8,2.77
403,Chumikan,11,RU,1586981726,84,54.72,135.31,34.21,6.06
404,Bustamante,90,MX,1586981728,42,26.53,-100.5,66.72,7.31
405,Ixtapa,5,MX,1586981729,57,20.7,-105.2,77.0,11.41
406,Katherine,63,AU,1586981730,78,-14.47,132.27,75.2,5.82
407,Lyaskelya,3,RU,1586981731,90,61.77,31.02,32.77,7.36
408,Nkhotakota,5,MW,1586981732,67,-12.93,34.3,76.08,2.3
409,Coahuayana Viejo,40,MX,1586981733,22,18.73,-103.68,87.8,5.82
410,North Bend,90,US,1586981735,81,43.41,-124.22,64.99,11.41
411,Oodweyne,84,SO,1586981736,40,9.41,45.06,79.9,6.31
412,Clyde River,40,CA,1586981737,84,70.47,-68.59,6.8,16.11
413,Elban,0,RU,1586981739,78,50.1,136.51,35.06,1.83
414,Berdigestyakh,66,RU,1586981740,91,62.1,126.7,11.16,8.1
415,Birobidzhan,0,RU,1586981741,67,48.8,132.95,38.26,2.33
416,Puno,7,PE,1586981742,25,-15.83,-70.03,60.8,5.82
417,Barcelona,40,ES,1586981459,87,41.39,2.16,62.01,12.75
418,Bilma,40,NE,1586981745,11,18.69,12.92,85.8,9.28
419,Margate,0,GB,1586981503,81,51.38,1.39,50.0,11.41
420,Sirte,98,LY,1586981747,69,31.21,16.59,66.34,11.79
421,Agadez,100,NE,1586981748,11,19.75,10.25,85.62,4.29
422,Chongwe,61,ZM,1586981749,51,-15.33,28.68,68.07,2.33
423,Sabzawār,0,IR,1586981750,44,36.21,57.68,54.45,3.71
424,Kalmunai,63,LK,1586981752,73,7.42,81.82,81.61,2.59
425,Catuday,73,PH,1586981753,81,16.29,119.81,77.86,7.34
426,Isangel,92,VU,1586981754,78,-19.55,169.27,78.89,7.83
427,Viloco,13,BO,1586981755,20,-16.95,-67.55,50.54,6.24
428,Rawson,99,AR,1586981756,39,-43.3,-65.1,69.1,8.97
429,Vila Franca do Campo,20,PT,1586981757,67,37.72,-25.43,57.2,17.22
430,Ust'-Kulom,41,RU,1586981759,97,61.69,53.69,30.65,9.46
431,Cap Malheureux,40,MU,1586981760,83,-19.98,57.61,78.8,16.11
432,Moyobamba,100,PE,1586981761,69,-6.05,-76.97,74.14,2.13
433,Vypolzovo,20,RU,1586981762,94,57.88,33.7,30.7,6.11
434,Chara,0,RU,1586981763,76,56.91,118.26,25.65,2.19
435,Lypnyazhka,85,UA,1586981765,73,48.45,31.08,41.5,11.43
436,Båtsfjord,20,NO,1586981766,74,70.63,29.72,35.6,25.28
437,Krieglach,96,AT,1586981767,70,47.53,15.55,48.0,3.36
438,Les Cayes,31,HT,1586981768,72,18.2,-73.75,81.79,6.44
439,Skjervøy,100,NO,1586981770,89,70.03,20.97,32.0,7.54
440,Ponta Delgada,20,PT,1586981676,67,37.73,-25.67,57.2,17.22
441,Tokmak,97,UA,1586981772,60,47.25,35.71,44.26,7.63
442,Coari,100,BR,1586981773,85,-4.08,-63.14,82.27,2.42
443,Pīpri,24,IN,1586981774,17,19.8,75.53,84.18,6.15
444,Tazmalt,94,DZ,1586981775,82,36.39,4.4,66.2,2.24
445,Sørland,75,NO,1586981777,79,67.67,12.69,32.0,4.7
446,Namatanai,100,PG,1586981778,75,-3.67,152.43,81.14,2.66
447,Vestmannaeyjar,71,IS,1586981779,74,63.44,-20.27,39.96,17.58
448,Severomuysk,0,RU,1586981780,66,56.15,113.43,18.93,1.68
449,Itupiranga,75,BR,1586981781,70,-5.13,-49.33,86.0,4.7
450,Bogatyye Saby,100,RU,1586981783,89,56.01,50.45,38.39,23.11
451,Goderich,39,CA,1586981784,59,43.75,-81.72,39.0,7.56
452,Morondava,3,MG,1586981785,77,-20.28,44.28,79.74,8.16
453,Constitución,100,CL,1586981786,62,-35.33,-72.42,60.46,5.91
454,Galveston,1,US,1586981533,45,29.37,-94.97,71.01,13.87
455,Winnemucca,75,US,1586981723,26,40.97,-117.74,60.8,17.22
456,Merauke,100,ID,1586981790,90,-8.47,140.33,77.45,7.87
457,Nova Soure,44,BR,1586981791,61,-11.23,-38.48,80.83,8.32
458,Belyy Yar,97,RU,1586981792,61,53.6,91.39,50.0,6.71
459,Marsh Harbour,79,BS,1586981793,76,26.54,-77.06,79.81,14.07
460,Tevaitoa,49,PF,1586981794,66,-16.78,-151.5,83.97,8.59
461,Dessau,16,DE,1586981796,77,51.84,12.25,52.0,4.7
462,Mayumba,100,GA,1586981797,88,-3.43,10.66,82.13,7.18
463,May Pen,40,JM,1586981798,66,17.96,-77.25,86.0,21.92
464,Chokwé,56,MZ,1586981799,90,-24.53,32.98,71.73,3.96
465,Zharkent,100,KZ,1586981800,56,44.16,80.0,47.46,6.93
466,Acapulco de Juárez,20,MX,1586981699,78,16.86,-99.89,82.4,10.29
467,Avera,40,US,1586981802,43,33.19,-82.53,71.01,3.36
468,Clevelândia,0,BR,1586981804,54,-26.4,-52.47,52.48,3.53
469,Kayes,4,ML,1586981805,36,14.0,-11.0,89.06,10.25
470,Cockburn Town,40,TC,1586981806,70,21.46,-71.14,86.0,16.11
471,Saint-Leu,0,RE,1586981807,73,-21.15,55.28,75.2,6.93
472,Turki,33,RU,1586981808,80,51.99,43.27,34.92,10.76
473,Jacareacanga,75,BR,1586981809,94,-6.22,-57.75,78.8,2.24
474,La Tuque,100,CA,1586981811,84,47.43,-72.78,31.48,9.91
475,Smidovich,0,RU,1586981813,68,48.6,133.82,38.71,6.87
476,Wanning,93,CN,1586981814,81,18.8,110.4,71.74,4.14
477,Lata,40,PT,1586981815,67,40.16,-8.33,60.8,11.41
478,Carauari,96,BR,1586981816,66,-4.88,-66.9,84.13,1.52
479,Haines Junction,97,CA,1586981817,66,60.75,-137.51,43.3,6.51
480,Houlton,90,US,1586981815,33,46.13,-67.84,45.0,14.99
481,Greci,56,RO,1586981814,41,45.18,28.23,46.0,1.12
482,Yemtsa,100,RU,1586981820,95,63.07,40.33,32.36,9.1
483,Vanimo,46,PG,1586981822,83,-2.67,141.3,79.5,4.83
484,Antalaha,11,MG,1586981823,82,-14.9,50.28,76.5,11.23
485,Scarborough,63,GB,1586981752,57,54.28,-0.4,57.2,2.24
486,Bataiporã,0,BR,1586981825,55,-22.3,-53.27,63.81,5.06
487,Catió,44,GW,1586981826,65,11.28,-15.25,79.74,12.33
488,Hastings,0,GB,1586981729,81,50.86,0.57,52.0,11.41
489,Chipata,23,ZM,1586981828,65,-13.63,32.65,65.16,4.92
490,Seoul,1,KR,1586981655,65,37.57,126.98,48.2,3.0
491,Maragogi,7,BR,1586981831,77,-9.01,-35.22,81.27,7.92
492,Saint Anthony,90,US,1586981832,56,45.02,-93.22,35.01,10.29
493,Katobu,98,ID,1586981833,94,-4.94,122.53,74.46,3.91
494,Agboville,98,CI,1586981834,89,5.93,-4.21,78.42,2.57
495,Werda,0,BW,1586981835,18,-25.27,23.28,65.07,5.68
496,Ozernovskiy,100,RU,1586981837,92,51.5,156.52,31.32,9.69
497,Benguela,5,AO,1586981838,84,-12.58,13.41,78.6,3.76
498,Otradnoye,25,RU,1586981839,97,59.78,30.82,32.0,6.71
499,Paka,84,MY,1586981840,94,4.64,103.44,77.0,4.81
500,Lamin,0,GM,1586981841,57,13.35,-16.43,78.8,13.87
501,Laguna,1,US,1586981842,31,38.42,-121.42,80.01,3.36
502,Nome,90,US,1586981821,97,64.5,-165.41,34.0,5.82
503,Usogorsk,98,RU,1586981847,82,63.41,48.69,35.55,14.23
504,Mazatlán,5,MX,1586981848,32,23.22,-106.42,80.6,8.05
505,Grand Gaube,40,MU,1586981849,83,-20.01,57.66,78.8,16.11
506,Stephenville,1,US,1586981850,38,32.22,-98.2,64.99,5.75
507,Tornio,75,FI,1586981851,99,65.85,24.15,32.0,2.24
508,Solnechnyy,0,RU,1586981852,75,50.72,136.63,33.13,1.32
509,Sayyan,75,YE,1586981854,36,15.17,44.32,61.38,3.0
510,Presidencia Roque Sáenz Peña,0,AR,1586981855,40,-26.79,-60.44,72.73,3.78
511,Sunland Park,1,US,1586981856,16,31.8,-106.58,71.01,4.7
512,Gmina Końskie,0,PL,1586981857,1,51.19,20.41,46.0,8.93
513,Taltal,100,CL,1586981858,64,-25.4,-70.48,67.6,6.82
514,Ucluelet,20,CA,1586981822,87,48.93,-125.55,54.0,6.93
515,Zhanakorgan,35,KZ,1586981860,41,43.91,67.25,51.01,9.19
516,Beian,75,NO,1586981861,80,63.66,9.57,41.0,18.34
517,Sertã,40,PT,1586981863,67,39.81,-8.1,60.8,11.41
518,Narasingāpuram,0,IN,1586981864,78,13.62,79.33,74.08,2.75
519,Preobrazheniye,0,RU,1586981865,80,42.9,133.91,35.04,1.72
520,Baker City,40,US,1586981866,33,44.77,-117.83,55.4,21.92
521,Morón,0,AR,1586981867,40,-34.65,-58.62,70.0,8.05
522,Agua Verde,5,MX,1586981869,32,22.9,-106.05,80.6,8.05
523,Eureka,20,US,1586981867,82,40.8,-124.16,63.0,13.87
524,Mount Gambier,90,AU,1586981871,100,-37.83,140.77,57.2,5.82
525,Irbeyskoye,77,RU,1586981872,75,55.64,95.45,47.64,6.22
526,Mandera,95,KE,1586981873,11,3.94,41.87,80.01,11.12
527,Baykit,79,RU,1586981616,83,61.67,96.37,36.05,1.32
528,Cabedelo,40,BR,1586981875,94,-6.98,-34.83,78.8,6.93
529,Matagami,75,CA,1586981852,35,49.75,-77.63,24.8,12.75
530,The Valley,40,AI,1586981630,61,18.22,-63.06,87.8,12.75
531,Quthing,44,LS,1586981879,41,-30.4,27.7,47.84,1.66
532,Issenye,99,TZ,1586981880,63,-2.0,34.33,65.44,2.42
533,Haukipudas,75,FI,1586981881,98,65.18,25.35,33.01,2.24
534,Boromlya,99,UA,1586981882,72,50.62,34.97,38.08,12.24
535,Cedar City,1,US,1586981859,18,37.68,-113.06,62.6,10.29
536,Maturin,62,VE,1586981885,42,9.75,-63.18,89.35,9.75
537,Kondoa,70,TZ,1586981886,65,-4.9,35.78,63.03,4.05
538,Majdanpek,14,RS,1586981887,73,44.43,21.95,39.0,4.5
539,Dicabisagan,68,PH,1586981888,86,17.08,122.42,75.92,4.25
540,Kalemie,52,CD,1586981889,63,-5.95,29.19,72.1,3.31
541,Wajima,96,JP,1586981890,80,37.4,136.9,46.94,18.88
542,Myaundzha,100,RU,1586981891,86,63.05,147.19,13.26,1.54
543,Medvedok,100,RU,1586981893,80,57.39,50.04,47.3,17.49
544,Bagdarin,59,RU,1586981894,60,54.43,113.6,31.69,3.13
545,Tazovsky,0,RU,1586981895,88,67.47,78.7,7.68,9.15
546,Kuytun,0,RU,1586981896,62,54.34,101.5,36.09,4.07
547,Ongandjera,0,NA,1586981898,27,-17.88,15.07,78.4,6.22
548,Collie,0,AU,1586981899,63,-33.37,116.15,52.0,2.93
549,Bijapur,42,IN,1586981900,50,16.83,75.7,79.02,5.3
550,Ajka,0,HU,1586981901,56,47.1,17.56,48.2,4.7
551,Mandaon,98,PH,1586981902,78,12.23,123.28,81.7,8.23
552,Russell,1,US,1586981904,29,32.35,-85.2,68.0,12.75
553,Tiksi,100,RU,1586981905,91,71.69,128.87,-5.1,9.17
